game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,19m 11.000s,https://www.bilibili.com/video/BV1jnAWetE5a/?share_source=copy_web&vd_source=bf5f0543dec016681c7cff12e3892131,,solo,2025-02-20,1,HEQINWANG,,,,http://www.speedrun.com/BO6Zombies/run/men0og2m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,22m 13.000s,https://www.bilibili.com/video/BV16zzGYGEWu/?share_source=copy_web&vd_source=bf5f0543dec016681c7cff12e3892131,,solo,2024-11-26,1,HEQINWANG,,,,http://www.speedrun.com/BO6Zombies/run/y8p55ldz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=12vxm0dq,PC,16m 59.240s,https://www.bilibili.com/video/BV15UUVYtEuu/?share_source=copy_web&vd_source=bf5f0543dec016681c7cff12e3892131,,solo,2024-11-14,1,HEQINWANG,,,,http://www.speedrun.com/BO6Zombies/run/yvxdjqxz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=le2m29ml; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,6m 58.160s,https://www.bilibili.com/video/BV1RbU5YFE4K/?share_source=copy_web&vd_source=bf5f0543dec016681c7cff12e3892131,,solo,2024-11-14,1,HEQINWANG,,,,http://www.speedrun.com/BO6Zombies/run/zqql311z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=12vxm0dq,PC,18m 49.850s,https://www.bilibili.com/video/BV11hmaYZEm6/?share_source=copy_web&vd_source=bf5f0543dec016681c7cff12e3892131,,solo,2024-11-12,1,HEQINWANG,,,,http://www.speedrun.com/BO6Zombies/run/ydlxx0qz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,19m 40.400s,https://www.bilibili.com/video/BV1ZcDUYPERU/?share_source=copy_web&vd_source=bf5f0543dec016681c7cff12e3892131,,co-op,2024-11-07,2,HEQINWANG,SPANKTONIO,,,http://www.speedrun.com/BO6Zombies/run/mrxp8l4m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=le2m29ml; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,8m 59.910s,https://www.bilibili.com/video/BV1swSzYUEL6/?share_source=copy_web&vd_source=bf5f0543dec016681c7cff12e3892131,,solo,2024-11-02,1,HEQINWANG,,,,http://www.speedrun.com/BO6Zombies/run/z0q2o8jm,verified
