game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PlayStation 4,9m 38.520s,https://youtu.be/Fz2xc8rsJho,,solo,2024-10-08,1,8752,,,,http://www.speedrun.com/iwzombies/run/mk11r3ly,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=9qjw9k01,PlayStation 4,47.000s,https://youtu.be/A2ldKpQVm_E,,solo,2024-10-08,1,8752,,,,http://www.speedrun.com/iwzombies/run/y4ll053z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PlayStation 4,5m 44.310s,https://youtu.be/45AA7qYdoY4,,solo,2024-10-04,1,8752,,,,http://www.speedrun.com/iwzombies/run/z1nndwgy,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PlayStation 4,3m 10.740s,https://youtu.be/vz_f-USbVqs,,solo,2024-10-03,1,8752,,,,http://www.speedrun.com/iwzombies/run/z1nnd0ry,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PlayStation 4,3m 0.360s,https://youtu.be/mnhDDzQmqKk,,solo,2024-10-03,1,8752,,,,http://www.speedrun.com/iwzombies/run/yoxxvqjy,verified
