game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0q5zm8mq; wledm3xn=0q5zd5nq; gnxj7pgl=810y752l,PC,4m 56.150s,https://youtu.be/OyEdJ4l6F5c,,co-op,2020-11-29,4,Twizzle,Tensei,jeff,TwitchSlayy,http://www.speedrun.com/bocwz/run/mk8q9jxm,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PC,38m 42.700s,https://youtu.be/aQ1riJ5mdEY,,solo,2020-11-28,1,TwitchSlayy,,,,http://www.speedrun.com/bocwz/run/y918pkem,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,PC,2m 10.037s,https://youtu.be/Lzbh_wff_zc,,solo,2020-11-28,1,TwitchSlayy,,,,http://www.speedrun.com/bocwz/run/y6r2jljy,rejected
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,PC,2m 9.550s,https://youtu.be/Lzbh_wff_zc,,solo,2020-11-28,1,TwitchSlayy,,,,http://www.speedrun.com/bocwz/run/m3gqv5qz,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=0q5zd5nq; gnxj7pgl=810y752l,PC,6m 10.084s,https://youtu.be/WC-mZc8r95g,,solo,2020-11-28,1,TwitchSlayy,,,,http://www.speedrun.com/bocwz/run/z1ol0rrm,rejected
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=0q5zd5nq; gnxj7pgl=810y752l,PC,5m 52.048s,https://youtu.be/kPpWfwN6nxI,,solo,2020-11-28,1,TwitchSlayy,,,,http://www.speedrun.com/bocwz/run/y8r6lx5m,rejected
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=0q5zd5nq; gnxj7pgl=810y752l,PC,5m 37.085s,https://youtu.be/aL4TrFhiIdw,,solo,2020-11-28,1,TwitchSlayy,,,,http://www.speedrun.com/bocwz/run/y918g6km,rejected
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=rqvo0d7l; wledm3xn=0q5zd5nq; gnxj7pgl=810y752l,PC,4m 57.767s,https://youtu.be/npWyv8uCG7U,,co-op,2020-11-28,2,PND4S,TwitchSlayy,,,http://www.speedrun.com/bocwz/run/ylv62xnm,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=0q5zd5nq; gnxj7pgl=810y752l,PC,5m 23.283s,https://youtu.be/aq-GBw1mBaQ,,solo,2020-11-28,1,TwitchSlayy,,,,http://www.speedrun.com/bocwz/run/ywdr7g0z,verified
