game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=0q56pm1p; jlzz6xl2=gq79pjvl,PC,2m 33.940s,https://www.youtube.com/watch?v=pF6VcANh-_o,,co-op,2022-03-20,2,Eljot,Mauriice,,,http://www.speedrun.com/bo3zombies/run/mr6p5ogm,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=0q56pm1p; jlzz6xl2=gq79pjvl,PC,31.610s,https://www.youtube.com/watch?v=g-KQOZ3GazU,,co-op,2022-03-20,2,Eljot,Mauriice,,,http://www.speedrun.com/bo3zombies/run/yjxv777z,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=0q56pm1p; jlzz6xl2=0q54r9rl,PC,42.980s,https://www.youtube.com/watch?v=c91VTMfpADU,,co-op,2022-03-20,2,Eljot,Mauriice,,,http://www.speedrun.com/bo3zombies/run/mr6p5w4m,verified
