game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PC,3m 40.000s,https://www.youtube.com/watch?v=DLLhlPZQ8iM,,co-op,2025-03-16,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/y8oge7wm,rejected
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PC,3m 40.000s,https://www.youtube.com/watch?v=DLLhlPZQ8iM,,co-op,2025-03-16,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/y6gj91qm,rejected
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PC,2m 50.000s,https://www.youtube.com/watch?v=EhNVO1ppqac,,co-op,2025-03-16,2,thanoz,R31B4J,,,http://www.speedrun.com/BO6Zombies/run/men245qm,rejected
