game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; 6njo6684=5lm8p0yq,Xbox One,3m 13.000s,https://www.youtube.com/watch?v=-nKpUZ_KRZc&t=101s,,solo,2018-11-04,1,DaRkShAdOwYlaf,,,,http://www.speedrun.com/iwzombies/run/z11vg17z,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; 789kjr0l=21gjjyo1,Xbox One,6m 25.000s,https://www.youtube.com/watch?v=FIsxHbIEJRQ,,solo,2018-10-15,1,DaRkShAdOwYlaf,,,,http://www.speedrun.com/iwzombies/run/yl4p14nm,verified
