game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=jq6zvgjl; 2lg396np=0q56pm1p; ylp4gjlg=gq72yjp1,PlayStation 4,1h 23m 27.867s,https://youtu.be/TJ8a-ZdgHOk,,co-op,2021-07-31,2,Jorgorg,Nachopuncher,,,http://www.speedrun.com/bo3zombies/run/yvoj0n6z,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=9qjx2e3l; 2lg396np=4lxz9212; ylp4gjlg=gq72yjp1,PlayStation 4,1h 16m 37.200s,https://youtu.be/vzFJLHD-P-A,,co-op,2021-07-19,3,Jorgorg,Nachopuncher,yaboiKarlos,,http://www.speedrun.com/bo3zombies/run/zp17qwgz,verified
