game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=ln8z4j0l; yn202mel=12vwvz2q; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,20m 27.000s,https://www.twitch.tv/videos/2305627687,,co-op,2024-11-19,4,Antonio_115,Showmaker,zDeivi,Aeterdany19,http://www.speedrun.com/BO6Zombies/run/zgo50qvm,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=ln8z4j0l; yn202mel=12vwvz2q; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,3m 7.000s,https://www.twitch.tv/videos/2305627687,,co-op,2024-11-19,4,zDeivi,Showmaker,Antonio_115,Aeterdany19,http://www.speedrun.com/BO6Zombies/run/z0qg4p8m,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1w4d4n6q; 68k16z3l=ln8z4j0l; yn202mel=12vwvz2q; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1h 7m 57.000s,https://www.twitch.tv/videos/2305627687,,co-op,2024-11-19,4,Showmaker,zDeivi,Antonio_115,Aeterdany19,http://www.speedrun.com/BO6Zombies/run/y8p748nz,rejected
