game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=12vxvrdq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PlayStation 5,1m 35.600s,https://youtu.be/Zzjbqns1jfo?si=Ir3gFAYXLKIYfNUQ,,solo,2024-11-20,1,dF_Karnage,,,,http://www.speedrun.com/BO6Zombies/run/z1nw337y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,1m 44.330s,https://youtu.be/WB8LYPoZqV4?si=Q2hNZDSBaLJnok4y,,solo,2024-11-18,1,dF_Karnage,,,,http://www.speedrun.com/BO6Zombies/run/mrxg0w8m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,1m 46.350s,https://youtu.be/bc6xUN42DPk?si=H_s1P3ZBJBVqoHdn,,solo,2024-11-18,1,dF_Karnage,,,,http://www.speedrun.com/BO6Zombies/run/z5gqlvgm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,1m 47.640s,https://youtu.be/woaf0pRSq3k?si=lTE-LO8xq1YVytfz,,solo,2024-11-18,1,dF_Karnage,,,,http://www.speedrun.com/BO6Zombies/run/z5gql3em,verified
