game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; 6njo6684=xqk95y91,Xbox One,4m 24.733s,https://youtu.be/siiZcv3xt2c,,solo,2018-07-21,1,Amante,,,,http://www.speedrun.com/iwzombies/run/zx4k14ey,verified
