game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=le2vm7ml; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,Xbox One S,1m 2.700s,https://youtu.be/XFW4EJ4q6sg,,solo,2025-03-07,1,lil_doggy420,,,,http://www.speedrun.com/BO6Zombies/run/mko1n15z,rejected
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,Xbox Game Pass,2m 24.200s,https://youtu.be/Sz66NTl8xac,,solo,2025-02-26,1,lil_doggy420,,,,http://www.speedrun.com/BO6Zombies/run/m7en51wz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Game Pass,3m 4.670s,https://www.youtube.com/watch?v=1KrY0asGpFo,,solo,2025-02-26,1,lil_doggy420,,,,http://www.speedrun.com/BO6Zombies/run/zpk6r7ry,verified
