game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=jqzdwglp; 38dwzen0=21geon6l,PlayStation 3,3m 21.367s,https://www.youtube.com/watch?v=ASMeCWgxt2g&list=PLtqX6mZyN4XjQVc6H5nFJ1gHIL4PAq4r2&index=20,,solo,2020-09-21,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/y912lqrm,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=jqzdwglp; p85d45lg=5q8p9rld,PlayStation 3,4m 49.000s,https://www.youtube.com/watch?v=KJX9oMqn2XA&t=9s,,solo,2020-06-06,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/zgwpgwdy,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=jqzdwglp; p85d45lg=5q8p9rld,PlayStation 3,5m 9.066s,https://www.youtube.com/watch?v=y4ZjBqjEc3A&t=38s,,solo,2020-05-30,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/yw8j0lpy,verified
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=klrmdjqp; 38dpvx80=0q544rnl,PlayStation 3,16m 49.000s,https://www.youtube.com/watch?v=0x1xg_NSpSY,,co-op,2020-03-27,2,TheParagon,DrMrProfCoach,,,http://www.speedrun.com/bozombies/run/y259j7wy,verified
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=jqzdwglp; 38dpvx80=0q544rnl,PlayStation 3,16m 44.000s,https://www.youtube.com/watch?v=tmuWNW_GIFw,,solo,2020-02-17,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/yd6plo0z,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=klrmdjqp; p85d45lg=5q8p9rld,PlayStation 3,7m 11.000s,https://www.youtube.com/watch?v=mgiW9ZhBQVs,,co-op,2020-02-11,2,TheParagon,DrMrProfCoach,,,http://www.speedrun.com/bozombies/run/mk2x3evm,rejected
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=klrmdjqp; r8rq1rle=klrdewqp,PlayStation 3,3m 38.000s,https://www.youtube.com/watch?v=gasCL1IAKdU,,co-op,2020-02-11,2,TheParagon,DrMrProfCoach,,,http://www.speedrun.com/bozombies/run/mrewk62y,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=jqzdwglp; p85d45lg=5q8p9rld,PlayStation 3,9m 0.000s,https://www.youtube.com/watch?v=mygK2KhoNLs,,solo,2020-02-05,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/y81nkg5z,verified
Call of Duty: Black Ops Zombies,,Verrückt,68ko6qn2=jqzdwglp; onv92m8m=gq76oplp,PlayStation 3,1h 3m 40.000s,https://www.youtube.com/watch?v=QFwY3j9nRpg&t=134s,,solo,2020-01-30,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/z01k1wjy,rejected
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=jqzdwglp; p85d45lg=gq79z5pl,PlayStation 3,3m 21.000s,https://www.youtube.com/watch?v=satFAq3W5Dk,,solo,2020-01-29,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/z576orgm,verified
Call of Duty: Black Ops Zombies,,Verrückt,68ko6qn2=jqzdwglp; onv92m8m=gq76oplp,PlayStation 3,1h 3m 40.000s,https://www.youtube.com/watch?v=QFwY3j9nRpg,,solo,2020-01-28,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/y41np63y,verified
Call of Duty: Black Ops Zombies,,Shangri-La,68ko6qn2=klrmdjqp; p85rgxng=5lmyejlv,PlayStation 3,3m 55.000s,https://www.youtube.com/watch?v=aavO9uipzNs,,co-op,2020-01-26,2,TheParagon,DrMrProfCoach,,,http://www.speedrun.com/bozombies/run/yw425nnz,verified
Call of Duty: Black Ops Zombies,,Shangri-La,68ko6qn2=klrmdjqp; p85rgxng=5lmyejlv,PlayStation 3,3m 55.000s,https://www.youtube.com/watch?v=XA6NJcAKtgU&list=PLtqX6mZyN4XjQVc6H5nFJ1gHIL4PAq4r2&index=7,,co-op,2020-01-19,2,TheParagon,DrMrProfCoach,,,http://www.speedrun.com/bozombies/run/mred847y,rejected
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=jqzdwglp; 38dpvx80=0q544rnl,PlayStation 3,18m 28.000s,https://www.youtube.com/watch?v=nuHwW8iNmVc&t=92s,,solo,2020-01-16,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/y81og5nz,verified
Call of Duty: Black Ops Zombies,,Verrückt,68ko6qn2=jqzdwglp; onv92m8m=5q82r4kq,PlayStation 3,3m 0.000s,https://www.youtube.com/watch?v=ZzgmffiQFBo,,solo,2020-01-07,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/mk2olkvm,verified
Call of Duty: Black Ops Zombies,,Shangri-La,68ko6qn2=jqzdwglp; p85rgxng=5lennjzl,PlayStation 3,19m 39.000s,https://www.youtube.com/watch?v=cZBnlFBAlVw,,solo,2020-01-07,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/z018ewjy,verified
Call of Duty: Black Ops Zombies,,Verrückt,68ko6qn2=jqzdwglp; onv92m8m=5q82r4kq,PlayStation 3,3m 0.000s,https://www.youtube.com/channel/UCR5GO7938rf7p3DlITDkH7w,,solo,2020-01-04,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/mk21w1lm,rejected
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=jqzdwglp; 38dpvx80=21ge5yml,PlayStation 3,2m 59.000s,https://www.youtube.com/watch?v=tpC3qT5vWBA,,solo,2020-01-03,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/y41lldky,verified
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=jqzdwglp; 38dpvx80=xqk96ed1,PlayStation 3,3m 42.000s,https://www.youtube.com/watch?v=I4dW1loXohc,,solo,2019-12-28,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/zxkx2nqm,verified
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=jqzdwglp; 38dpvx80=xqk96ed1,PlayStation 3,3m 54.000s,https://www.youtube.com/watch?v=PqxkhKsE_LQ,,solo,2019-12-27,1,TheParagon,,,,http://www.speedrun.com/bozombies/run/zqrqrr9y,verified
