game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,PC,39m 14.350s,https://youtu.be/gZtoF_qnwbA?si=d7L3BdpheB6gp9Cf,,solo,2024-12-02,1,enzn,,,,http://www.speedrun.com/BO6Zombies/run/ywweox3y,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,PC,48m 33.840s,https://youtu.be/b0BXCvT-cYA?si=EAgKzidk5cUXcghw,,solo,2024-11-20,1,enzn,,,,http://www.speedrun.com/BO6Zombies/run/y6ekp60z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,35m 5.780s,https://youtu.be/JiUiZSWkSe4?si=TP0Pj7y-VXARtcTI,,solo,2024-11-15,1,enzn,,,,http://www.speedrun.com/BO6Zombies/run/mrxg907m,verified
