game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,14m 40.510s,https://www.youtube.com/live/2nBRyszVMv4,,solo,2025-01-18,1,Sekime,,,,http://www.speedrun.com/BO6Zombies/run/z1vx04rz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,14m 43.510s,https://www.youtube.com/live/2nBRyszVMv4,,solo,2025-01-18,1,Sekime,,,,http://www.speedrun.com/BO6Zombies/run/men42r9m,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,15m 40.250s,https://www.youtube.com/watch?v=hokKeAbxolc,,solo,2025-01-11,1,Sekime,,,,http://www.speedrun.com/BO6Zombies/run/z08r7j8m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,16m 31.500s,https://www.youtube.com/watch?v=UzyOyeci1ZM,,solo,2024-12-24,1,Sekime,,,,http://www.speedrun.com/BO6Zombies/run/mko3qqlz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,17m 51.580s,https://www.youtube.com/watch?v=_Jl6xTOTMm0&t=4s,,solo,2024-12-10,1,Sekime,,,,http://www.speedrun.com/BO6Zombies/run/y4j5442y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,21m 6.850s,https://www.youtube.com/watch?v=4BP4IdWcNAE,,solo,2024-12-02,1,Sekime,,,,http://www.speedrun.com/BO6Zombies/run/y2n9867y,verified
