game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1gn2npxl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,8m 48.030s,https://www.youtube.com/watch?v=m-t03nr4QsM,,solo,2024-12-18,1,Skullz,,,,http://www.speedrun.com/BO6Zombies/run/y2n1345y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1gn2npxl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,9m 30.617s,https://www.youtube.com/watch?v=4VmrQPo2ErQ,,solo,2024-12-17,1,Skullz,,,,http://www.speedrun.com/BO6Zombies/run/yje4v9dm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1gn2npxl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,9m 35.600s,https://www.youtube.com/watch?v=kEJ5rChEpUc,,solo,2024-12-16,1,Skullz,,,,http://www.speedrun.com/BO6Zombies/run/z5l1nxny,verified
