game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qyzj4671; 68k1vezl=q75rg8y1,PC,26m 22.950s,https://youtu.be/kUYz_7mduYE,,solo,2025-05-24,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/zpol82nm,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,PC,26m 18.700s,https://youtu.be/g4KZlsuMvBI,,solo,2024-12-30,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/zn938g7y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=q8kd3prq,PC,21m 20.180s,https://youtu.be/NDKhT9Ltz6I,,solo,2024-12-26,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/zxj274ey,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,PC,25m 30.350s,https://youtu.be/nj3tHnmDHrE,,solo,2024-11-29,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/zq2k7d1z,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,PC,27m 4.000s,https://youtu.be/DICRDYeypo0,,solo,2024-11-27,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/y6g350qm,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,PC,26m 43.830s,https://youtu.be/Wz4Nlk58hBU,,solo,2024-11-23,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/zxxe14kz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,18m 22.360s,https://youtu.be/Um3v23YKr9o,,solo,2024-11-15,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/z1ner0ry,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,18m 37.400s,https://youtu.be/QV7CLXvn5pU,,solo,2024-11-15,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/y8p7jpwz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,20m 57.270s,https://youtu.be/6aNu25ULeCo,,solo,2024-11-11,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/zqqopnrz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,22m 54.150s,https://youtu.be/BiBbeSAhdOM,,solo,2024-11-09,1,KettleOxford,,,,http://www.speedrun.com/BO6Zombies/run/zqqo781z,verified
