game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1pydyvv1; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,9m 38.980s,https://www.youtube.com/watch?v=UlnbCtRXvV4,https://www.youtube.com/watch?v=lfVkNu4Qh98,co-op,2024-11-29,2,Lupphie65,AkumaZerro,,,http://www.speedrun.com/BO6Zombies/run/z1vdp4rz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1gn2npxl; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,6m 6.930s,https://www.youtube.com/watch?v=B-PT9gkFMn0,https://youtu.be/dbmkRfK2P74,co-op,2024-11-28,2,Lupphie65,AkumaZerro,,,http://www.speedrun.com/BO6Zombies/run/mr0j974m,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=12vxvrdq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,1m 20.420s,https://www.youtube.com/watch?v=yDyAs5b8cho,,solo,2024-11-27,1,AkumaZerro,,,,http://www.speedrun.com/BO6Zombies/run/zq2k3r1z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q8kdxwgq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 38.040s,https://www.youtube.com/watch?v=CHxkf_syRSc,https://www.youtube.com/watch?v=61Wi7UzxO0I,co-op,2024-11-26,2,Lupphie65,AkumaZerro,,,http://www.speedrun.com/BO6Zombies/run/m3w9dkwy,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=qznxn82q; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,4m 8.560s,https://www.youtube.com/watch?v=R2FVtbzhNas,https://www.youtube.com/watch?v=TQeyQ1lYEZM,co-op,2024-11-26,2,Lupphie65,AkumaZerro,,,http://www.speedrun.com/BO6Zombies/run/mr0jq77m,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=12vxvrdq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,Xbox Game Pass,1m 14.220s,https://www.youtube.com/watch?v=3CA06JHtCSM,https://www.youtube.com/watch?v=piWRvp-n4fw,co-op,2024-11-26,2,Lupphie65,AkumaZerro,,,http://www.speedrun.com/BO6Zombies/run/m3jee56z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Game Pass,8m 23.350s,https://www.youtube.com/watch?v=G0GPNCL47H8,https://www.youtube.com/watch?v=QZ33-_cfSAE,co-op,2024-11-26,2,Lupphie65,AkumaZerro,,,http://www.speedrun.com/BO6Zombies/run/y6ekk30z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,2m 47.350s,https://www.youtube.com/watch?v=l9SHKwarEcQ,,solo,2024-11-24,1,AkumaZerro,,,,http://www.speedrun.com/BO6Zombies/run/ywxlwl2m,verified
