game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PlayStation 4,2m 13.810s,https://youtu.be/PPapnfI20UQ,,solo,2022-02-14,1,pedkas,,,,http://www.speedrun.com/iwzombies/run/zxlqwl5z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,22m 30.000s,https://youtu.be/psxV18AZ_og,,solo,2022-02-12,1,pedkas,,,,http://www.speedrun.com/iwzombies/run/y202djjm,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,26m 29.000s,https://youtu.be/0Bb86g6a4u8,,solo,2022-02-02,1,pedkas,,,,http://www.speedrun.com/iwzombies/run/zxl3dgez,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PlayStation 4,2m 18.000s,https://youtu.be/moeizqWTDmo,,solo,2022-02-02,1,pedkas,,,,http://www.speedrun.com/iwzombies/run/y20gvd9m,verified
