game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=p12x944l; 2lg396np=4lxz9212; jlzz6xl2=0q54r9rl,PC,3m 9.500s,https://youtu.be/tr4byKGtC7A,,co-op,2023-02-09,3,SneakyPanda6688,cameron341400,Shoe947,,http://www.speedrun.com/bo3zombies/run/y2jj7e9z,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=814794v1; 2lg396np=814jp01d; onvmywnm=4lx0d42l,PC,2m 16.400s,https://youtu.be/Fzds-nWbBmc,,co-op,2023-02-02,4,SneakyPanda6688,MacAttackus,cameron341400,Shoe947,http://www.speedrun.com/bo3zombies/run/z5ex655z,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=rqvexz61; 2lg396np=814jp01d; ql659jn9=5lm8g6yq,PC,20m 26.000s,https://youtu.be/PLlzFHHcNnI,,co-op,2023-02-02,4,SneakyPanda6688,MacAttackus,cameron341400,Shoe947,http://www.speedrun.com/bo3zombies/run/zxn80eem,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=rqvexz61; 2lg396np=814jp01d; ql659jn9=0q5x78m1,PC,3m 2.000s,https://youtu.be/PLlzFHHcNnI,,co-op,2023-02-02,4,SneakyPanda6688,MacAttackus,cameron341400,Shoe947,http://www.speedrun.com/bo3zombies/run/m72xlr4z,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=81w57rv1; 2lg396np=814jp01d; 2lg7e6lp=jq6yzrn1,PC,20m 30.000s,https://youtu.be/J78ZCHwk4v4,,co-op,2023-02-02,4,SneakyPanda6688,MacAttackus,cameron341400,Shoe947,http://www.speedrun.com/bo3zombies/run/m3lx7nwm,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=81w57rv1; 2lg396np=814jp01d; 2lg7e6lp=5le3v85q,PC,3m 49.000s,https://youtu.be/J78ZCHwk4v4,,co-op,2023-02-02,4,SneakyPanda6688,MacAttackus,cameron341400,Shoe947,http://www.speedrun.com/bo3zombies/run/zqe9v45z,verified
