game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=4lxz9212; ylp4kjlg=5q84y46l,PlayStation 4,15m 27.000s,https://youtu.be/oGMDZ1Xcq4A,,co-op,2023-08-25,3,BuriedLiving,X_Oreo_Dragon_X,S_P_A_C_E773,,http://www.speedrun.com/bo3zombies/run/y4od9onz,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=4lxz9212; ylp4kjlg=21ge58nl,PlayStation 4,9m 21.000s,https://youtu.be/oGMDZ1Xcq4A,,co-op,2023-08-25,3,BuriedLiving,X_Oreo_Dragon_X,S_P_A_C_E773,,http://www.speedrun.com/bo3zombies/run/mrlgjl2m,verified
