game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,13m 47.590s,https://www.youtube.com/watch?v=tW4s1idOQc8,https://www.youtube.com/watch?v=wYmnUYyeveI; https://www.youtube.com/watch?v=s8UTYNLO6qY,co-op,2024-12-29,2,pinpal,DraZCS,,,http://www.speedrun.com/BO6Zombies/run/men6040m,verified
