game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=81w57rv1; 2lg396np=0q56pm1p; 2lg7e6lp=jq6yzrn1,PlayStation 4,22m 31.000s,https://www.youtube.com/watch?v=28mv5AGRdqQ,,co-op,2023-07-05,2,LamorAcanthus,NorthernDarkness,,,http://www.speedrun.com/bo3zombies/run/yvp8o06y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=81w57rv1; 2lg396np=0q56pm1p; 2lg7e6lp=5le3v85q,PlayStation 4,5m 19.050s,https://www.youtube.com/watch?v=28mv5AGRdqQ,,co-op,2023-07-05,2,LamorAcanthus,NorthernDarkness,,,http://www.speedrun.com/bo3zombies/run/y2gj7e9z,verified
