game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 36.417s,https://youtu.be/q2VMCxL7trk,,solo,2024-10-31,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/ydlp51xz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 40.833s,https://youtu.be/uaeKMJvY8CE,,solo,2024-10-31,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/z0q25lom,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,11m 4.567s,https://youtu.be/rsImW17wv5E,,solo,2024-10-30,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/y2wrol9y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 43.667s,https://youtu.be/5y8OnyktcCk,,solo,2024-10-30,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/zpx5jx8m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 55.920s,https://youtu.be/nhUvgt4hcsw,,solo,2024-10-30,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/z1n7e9gy,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 58.567s,https://youtu.be/5PHfj5wGzpU,,solo,2024-10-30,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/m7ovk65y,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=12vxvrdq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,2m 9.367s,https://youtu.be/wMuoNgkquk4,,solo,2024-10-29,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/zpx5jrvm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 59.950s,https://youtu.be/ku4RmGvv6T4,,solo,2024-10-29,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/zqq5lw1z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,2m 6.000s,https://youtu.be/srvjgs4EUi0,,solo,2024-10-29,1,Teufel9000,,,,http://www.speedrun.com/BO6Zombies/run/yox5w40y,verified
