game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=21dwn4le; p85d45lg=81pz3el7,Xbox 360,1h 4m 21.000s,https://www.twitch.tv/videos/65358777,,co-op,2016-03-07,3,Absolut Dygital,GzP Takeo,aZp TicTac,,http://www.speedrun.com/bozombies/run/y66vnjjy,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=jqzdwglp; rn1zvdlj=jq6pen1m,Xbox 360,46m 16.000s,https://www.twitch.tv/videos/73856755,,solo,2016-01-01,1,aZp TicTac,,,,http://www.speedrun.com/bozombies/run/y6r4380y,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=jqzdwglp; rn1zvdlj=5lmpmylv,Xbox 360,2h 34m 36.000s,https://www.twitch.tv/videos/71701798,,solo,2016-01-01,1,aZp TicTac,,,,http://www.speedrun.com/bozombies/run/ylvw382m,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=4lxg0jrq; ylqzqmlr=4lx0ezgl,Xbox 360,1h 47m 10.000s,https://www.twitch.tv/videos/70346407,,solo,2016-11-26,1,aZp TicTac,,,,http://www.speedrun.com/wawzombies/run/m3gqrk6z,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=jq6vye71,Xbox 360,27m 10.000s,https://www.twitch.tv/videos/56310693,,solo,2015-11-26,1,aZp TicTac,,,,http://www.speedrun.com/wawzombies/run/zplw358m,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=8149knjq; 9l74r9l1=jq6vye71,Xbox 360,53m 0.000s,https://www.twitch.tv/videos/61270801,,co-op,2015-11-26,2,Stunt XV,aZp TicTac,,,http://www.speedrun.com/wawzombies/run/me6l9d9z,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=8149knjq; 9l74r9l1=jq6vye71,Xbox 360,1h 7m 59.000s,https://www.twitch.tv/videos/54618832,,co-op,2015-11-26,2,Crazyx18,aZp TicTac,,,http://www.speedrun.com/wawzombies/run/y2dgv66z,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=rqv6egyl,Xbox 360,40m 35.000s,https://www.twitch.tv/videos/56310693,,solo,2015-11-26,1,aZp TicTac,,,,http://www.speedrun.com/wawzombies/run/m7508rez,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=5le3mo6q,Xbox 360,52m 49.000s,https://www.twitch.tv/videos/56310693,,solo,2015-11-26,1,aZp TicTac,,,,http://www.speedrun.com/wawzombies/run/zxd3g45y,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=0q5xg6v1,Xbox 360,1h 10m 44.000s,https://www.twitch.tv/videos/56310693,,solo,2015-11-26,1,aZp TicTac,,,,http://www.speedrun.com/wawzombies/run/z53pr35y,verified
