game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Vanguard Zombies,,Shi No Numa,gnxwrkj8=9qjo82gl; 2lg50gq8=5leppz61; 78910jqn=qkezrz9q,Xbox Series S,3m 35.290s,https://www.twitch.tv/videos/2124143046,,solo,2024-04-19,1,Enron,,,,http://www.speedrun.com/call_of_duty_vanguard_zombies/run/y8wx995y,verified
Call of Duty: Vanguard Zombies,,The Archon,gnxwrkj8=9qjo82gl; rn1jz3pn=q8kgegrq; r8r475rn=5lejy3p1,Xbox Series S,3m 20.150s,https://www.twitch.tv/videos/2117118128,,solo,2024-04-11,1,Enron,,,,http://www.speedrun.com/call_of_duty_vanguard_zombies/run/y468vx2z,verified
Call of Duty: Vanguard Zombies,,The Archon,gnxwrkj8=9qjo82gl; rn1jz3pn=q8kgegrq; r8r475rn=0q5rwxr1,Xbox Series S,1m 45.900s,https://www.twitch.tv/videos/2116882064,,solo,2024-04-11,1,Enron,,,,http://www.speedrun.com/call_of_duty_vanguard_zombies/run/mrv6578z,verified
