game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=xqk2g6yq; dlo750j8=jq6w74jl,PC,32m 22.300s,https://youtu.be/ZVKwjumUC9o,,solo,2021-02-08,1,PirateTM,,,,http://www.speedrun.com/bocwz/run/yd9rkqvz,rejected
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PC,27m 16.730s,https://www.youtube.com/watch?v=xTAkdJQUpDs,,solo,2020-12-02,1,PirateTM,,,,http://www.speedrun.com/bocwz/run/z1ok95gm,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PC,28m 59.580s,https://youtu.be/WbCcsenbRcE,,solo,2020-11-24,1,PirateTM,,,,http://www.speedrun.com/bocwz/run/zxdn19ky,verified
