game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=gq70vzyl; dlo750j8=jq6w74jl,PC,2m 19.800s,https://www.youtube.com/watch?v=KSUTw7g1HjE,,solo,2021-12-26,1,boss,,,,http://www.speedrun.com/bocwz/run/zgdw4qjz,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,PC,1m 55.433s,https://www.youtube.com/watch?v=N7NAzmOpiC8,,solo,2021-08-12,1,boss,,,,http://www.speedrun.com/bocwz/run/ywk8152y,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,PC,2m 2.467s,https://www.youtube.com/watch?v=wEgYZXY_9no,,solo,2021-08-11,1,boss,,,,http://www.speedrun.com/bocwz/run/ylr0j9ry,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0137jrdl; wledm3xn=814g6d01; gnxj7pgl=810y752l,PC,2m 9.000s,https://www.youtube.com/watch?v=nnPXQz-IrAQ,,solo,2021-08-08,1,boss,,,,http://www.speedrun.com/bocwz/run/me4xo69y,verified
