game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=21g9gyxq,PlayStation 4,14m 46.000s,https://youtu.be/jCDIsvo9bZg,,solo,2019-11-12,1,Jguy223300,,,,http://www.speedrun.com/iwzombies/run/zgkekkjy,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PlayStation 4,3m 28.000s,https://youtu.be/LdF0RsUChtk,,solo,2019-11-06,1,Jguy223300,,,,http://www.speedrun.com/iwzombies/run/m31ljkdz,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PlayStation 4,3m 28.000s,https://youtu.be/LdF0RsUChtk,,solo,2019-11-06,1,Jguy223300,,,,http://www.speedrun.com/iwzombies/run/y41glk3y,verified
