game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops IIII Zombies,,Ancient Evil,wl339yyl=013m8dyl; 5lyjm0yl=0132y83q; wlex9v28=rqvrpgyl,PC,29m 27.000s,https://www.youtube.com/watch?v=t2Khzc338wk,,solo,2022-05-01,1,ShanesCreation,,,,http://www.speedrun.com/bo4zombies/run/yl7v9kkm,verified
Call of Duty: Black Ops IIII Zombies,,Dead of the Night,6njqrjpl=mln3grdq; 5lyjm0yl=0132y83q; kn0zwr38=8107235l,PC,29m 57.000s,https://youtu.be/tmDeizdAFaE,,solo,2022-05-01,1,ShanesCreation,,,,http://www.speedrun.com/bo4zombies/run/znp38k8m,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=zqon2w4l; 5lyjm0yl=0132y83q; 0nw2z6xn=p12z4ev1,PC,39m 40.399s,https://youtu.be/7H6077kmhrc,,solo,2022-04-30,1,ShanesCreation,,,,http://www.speedrun.com/bo4zombies/run/z0p9e14y,verified
Call of Duty: Black Ops IIII Zombies,,Voyage of Despair,dlomvkd8=814d4oj1; 5lyjm0yl=0132y83q; e8mywzx8=4lxyjprq,PC,43m 48.016s,https://youtu.be/WcnqvDSkfjA,,solo,2022-04-28,1,ShanesCreation,,,,http://www.speedrun.com/bo4zombies/run/y4qe51nm,verified
