game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call Of Duty Zombies Category Extension,BO3,25K Points,68kmpxzl=013w4jyq; kn0j593l=z19mgeyl; 789671q8=5lergrkq,PlayStation 4,42m 13.000s,https://youtu.be/DGAqxoKml_8,,co-op,2023-04-07,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zq8vlo8z,verified
Call of Duty: Black Ops 3 Category Extension,,25K Points,onvx6jw8=1dk9v45l; 6njxv458=q5vyxx2l; kn034j0n=12vroo4q,PlayStation 4,42m 13.000s,https://www.youtube.com/watch?v=DGAqxoKml_8,,co-op,2023-04-06,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/bo3zce/run/y404evkz,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=0q56pm1p; ylp4kjlg=013w57kq,PlayStation 4,20m 26.000s,https://youtu.be/DGAqxoKml_8,,co-op,2023-04-07,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/bo3zombies/run/zpgjlx8z,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=0q56pm1p; ylp4kjlg=4lxgn5jq,PlayStation 4,49m 27.000s,https://youtu.be/DGAqxoKml_8,,co-op,2023-04-07,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/bo3zombies/run/ydg70lwy,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=0q56pm1p; ylp4kjlg=5q84y46l,PlayStation 4,18m 0.000s,https://youtu.be/DGAqxoKml_8,,co-op,2023-04-07,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/bo3zombies/run/m72k5o0z,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=0q56pm1p; ylp4kjlg=z195dr0q,PlayStation 4,3m 24.000s,https://youtu.be/DGAqxoKml_8,,co-op,2023-04-07,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/bo3zombies/run/meeq6g9m,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=jqzxgy81; 2lg396np=0q56pm1p; ylp4kjlg=21ge58nl,PlayStation 4,13m 27.000s,https://youtu.be/DGAqxoKml_8,,co-op,2023-04-07,2,BuriedLiving,clamjuice26,,,http://www.speedrun.com/bo3zombies/run/ywv9dxpz,verified
