game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,The Giant,2lggkx3l=xqkmomkl; 2lg396np=814jp01d; 6njz75l4=jqzdkmlp,PC,1m 23.000s,https://www.youtube.com/watch?v=jhmUh8kwwTc,https://youtu.be/WQodJThHetw,co-op,2025-04-22,4,KickJax,Whodinni,Jbear0359,Fuwafuox,http://www.speedrun.com/bo3zombies/run/zg635dnm,rejected
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=814jp01d; 38dw04n0=jqz2ogqp,PC,40m 57.490s,https://youtu.be/PfoNZ3A8Bsg,,co-op,2025-03-17,4,KickJax,Jbear0359,Whodinni,Fuwafuox,http://www.speedrun.com/bo3zombies/run/zq2lkp5z,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=814jp01d; 38dw04n0=jqz2ogqp,PC,48m 44.930s,https://youtu.be/NelR9T8_kPI,,co-op,2025-03-16,4,KickJax,Whodinni,Fuwafuox,Jbear0359,http://www.speedrun.com/bo3zombies/run/zxj034gy,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=814jp01d; 38dw04n0=jqz2ogqp,PC,45m 58.130s,https://youtu.be/sNZ58y6F_7A,,co-op,2024-06-15,4,KickJax,Whodinni,Jbear0359,Fuwafuox,http://www.speedrun.com/bo3zombies/run/mewdd19m,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=4lxz9212; 38dw04n0=jqz2ogqp,PC,46m 35.520s,https://www.youtube.com/watch?v=26_D9dDamYA,https://www.twitch.tv/videos/2138640458,co-op,2024-05-06,3,KickJax,Whodinni,Jbear0359,,http://www.speedrun.com/bo3zombies/run/mrvlw48z,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,39m 28.560s,https://www.youtube.com/watch?v=0cUsPhAVoC4&list=PL4g78sNLopznV70hXJKM5DAPI9NlvrFzH,,solo,2024-05-02,1,Whodinni,,,,http://www.speedrun.com/bo3zombies/run/zxq3515m,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,39m 28.560s,https://youtu.be/0cUsPhAVoC4,,solo,2024-05-02,1,Whodinni,,,,http://www.speedrun.com/bo3zombies/run/zp6w9xxm,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=814jp01d; 38dw04n0=jqz2ogqp,PlayStation 4,52m 30.570s,https://www.twitch.tv/videos/2125495614,,co-op,2024-04-20,4,KickJax,Whodinni,Jbear0359,Fuwafuox,http://www.speedrun.com/bo3zombies/run/z0dnww4y,rejected
