game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Mauer Der Toten,2lgr6kon=0137jrdl; 5ly1w0kl=klr9w92l; jlzrv9y8=zqogn5x1,PC,3m 53.450s,https://youtu.be/eAEqGp1ByAw,,solo,2021-09-19,1,Requiem_,,,,http://www.speedrun.com/bocwz/run/y8exk85y,verified
Call of Duty: Black Ops Cold War Zombies,,Mauer Der Toten,2lgr6kon=0137jrdl; 5ly1w0kl=21d57njl; jlzrv9y8=zqogn5x1,PC,5m 15.630s,https://youtu.be/0Q5NCi0PRyU,,solo,2021-09-18,1,Requiem_,,,,http://www.speedrun.com/bocwz/run/ywk6rv0y,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=8149knjq; e8mz6mn6=5lm8w24q,PC,4m 38.000s,https://youtu.be/-ZVEtCjZTB8,,co-op,2021-09-17,2,Mihlyander,Requiem_,,,http://www.speedrun.com/wawzombies/run/yvo0owez,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=8149knjq; jlzjgxn2=21ge6kxl,PC,1m 7.000s,https://youtu.be/K3T2Tp3O-nw,,co-op,2021-09-17,2,Mihlyander,Requiem_,,,http://www.speedrun.com/wawzombies/run/y93xlkry,verified
