game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,1m 31.533s,https://youtu.be/wZgZvvwmn0o?si=6_d2O0qUE1RNbxqE,,co-op,2024-11-18,2,MenuYankee,ReTrOTiGeR,,,http://www.speedrun.com/BO6Zombies/run/zpxj5wgm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,1m 28.240s,https://youtu.be/OP9bQ2PXOY0?si=sLzuRT_UECDjrxVv,,solo,2024-11-18,1,MenuYankee,,,,http://www.speedrun.com/BO6Zombies/run/zgo560jm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,1m 29.000s,https://youtu.be/J_MAKLx0FjE?si=8AmQOIlZHGLUgy65,,solo,2024-11-18,1,MenuYankee,,,,http://www.speedrun.com/BO6Zombies/run/m3jpjpgz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1w4d4n6q; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,31m 30.770s,https://youtu.be/9_rw-w6R9vA?si=_DQwNSg_ZUf_sq4f,,solo,2024-11-14,1,MenuYankee,,,,http://www.speedrun.com/BO6Zombies/run/mrxg8egm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,10m 50.400s,https://youtu.be/9_rw-w6R9vA?si=_DQwNSg_ZUf_sq4f,,solo,2024-11-14,1,MenuYankee,,,,http://www.speedrun.com/BO6Zombies/run/z1ne1j7y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,2m 0.000s,https://youtu.be/9_rw-w6R9vA?si=_DQwNSg_ZUf_sq4f,,solo,2024-11-14,1,MenuYankee,,,,http://www.speedrun.com/BO6Zombies/run/ydl736vz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,2m 0.000s,https://youtu.be/9_rw-w6R9vA?si=_DQwNSg_ZUf_sq4f,,solo,2024-11-14,1,MenuYankee,,,,http://www.speedrun.com/BO6Zombies/run/y9dr25em,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,12m 3.290s,https://youtu.be/fk8sK5zFP-E?si=_sf8_BgmLWhFxlSG,,co-op,2024-11-11,2,MenuYankee,ReTrOTiGeR,,,http://www.speedrun.com/BO6Zombies/run/zgo09w0m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1w4d4n6q; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,Xbox Series X,41m 54.440s,https://youtu.be/PJ1n0SePx7I?si=5IrgLw_OCpH0WcSp,,co-op,2024-11-11,2,MenuYankee,ReTrOTiGeR,,,http://www.speedrun.com/BO6Zombies/run/y6e48lqz,verified
