game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=0q5g472l; 2lg396np=0q56pm1p; ql659jn9=jqzv9eml,PC,27.310s,https://www.twitch.tv/videos/1025022112,,co-op,2021-05-16,2,Relapze,Wolfslayer61,,,http://www.speedrun.com/bo3zombies/run/mr1n77dz,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=z198xd8q; 2lg396np=0q56pm1p; onvmywnm=klrj942q,PC,32.210s,https://www.twitch.tv/videos/1025045811,,co-op,2021-05-16,2,Relapze,Wolfslayer61,,,http://www.speedrun.com/bo3zombies/run/mkg5kv1y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=0135x4xq; 2lg396np=0q56pm1p; 2lg7e6lp=21ge5dml,PC,1m 19.790s,https://www.twitch.tv/videos/1025059285,,co-op,2021-05-16,2,Relapze,Wolfslayer61,,,http://www.speedrun.com/bo3zombies/run/z0r7px9z,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=0q56pm1p; wlewprl6=814kpgjl,PC,1m 57.890s,https://www.twitch.tv/videos/1025072904,,co-op,2021-05-16,2,Relapze,Wolfslayer61,,,http://www.speedrun.com/bo3zombies/run/z5rd2g5y,verified
