game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,18m 50.840s,https://youtu.be/nmY02yvdy9U?si=zckqte4RyyOQGShX,,solo,2024-07-26,1,Sora_101_TD,,,,http://www.speedrun.com/iwzombies/run/megovo8y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,PlayStation 4,2m 8.630s,https://youtu.be/JOIvXW5hcV8,,solo,2023-06-21,1,Sora_101_TD,,,,http://www.speedrun.com/iwzombies/run/y62n97qz,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,18m 58.470s,https://youtu.be/hY2DeEu6h_I,,solo,2023-06-09,1,Sora_101_TD,,,,http://www.speedrun.com/iwzombies/run/yon77v1z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,19m 53.000s,https://youtu.be/db8jI1vD9wo,,solo,2023-02-28,1,Sora_101_TD,,,,http://www.speedrun.com/iwzombies/run/mrov72gm,verified
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; 6njo6684=5len58ml,PlayStation 4,30m 28.000s,https://youtu.be/-evvSH0umVs,,co-op,2022-08-29,2,Sora_101_TD,ZenOnGfuel,,,http://www.speedrun.com/iwzombies/run/z0l7jg9z,rejected
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,24m 5.400s,https://youtu.be/S40LPjv3cS8,,solo,2022-08-10,1,Sora_101_TD,,,,http://www.speedrun.com/iwzombies/run/znqrgw8z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,20m 52.390s,https://youtu.be/ZfuXW1kpCI0,,solo,2022-08-03,1,Sora_101_TD,,,,http://www.speedrun.com/iwzombies/run/y6x7jvqy,verified
