game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; 789kjr0l=21gev7xl,Xbox One,42m 44.000s,https://www.youtube.com/watch?v=iQjvydLCSLQ,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgod101,Mythic god9215,http://www.speedrun.com/iwzombies/run/megwv32y,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; ylq5o7lr=gq792yyl,Xbox One,31m 26.000s,https://www.youtube.com/watch?v=p3kbz0ck0ws,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgod101,Mythic god9215,http://www.speedrun.com/iwzombies/run/y8pw38xz,verified
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; 6njo6684=5len58ml,Xbox One,50m 33.000s,https://www.youtube.com/watch?v=VJEKGdEaDm8,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgod101,Mythic god9215,http://www.speedrun.com/iwzombies/run/m3j093gz,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; ylpkr68g=0q5v8d2l,Xbox One,31m 8.000s,https://www.youtube.com/watch?v=mfRW49CCxxI,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgod101,Mythic god9215,http://www.speedrun.com/iwzombies/run/z1n9d2wy,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; onvyp7nm=0139rzx1,Xbox One,31m 27.000s,https://www.youtube.com/watch?v=ebJFaNw5UuM,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgog101,Mythic god9215,http://www.speedrun.com/iwzombies/run/m7on174y,verified
