game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=5lez085l; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PlayStation 4,24m 22.000s,https://www.twitch.tv/videos/994485036,,co-op,2021-04-21,3,v2boz,Fone118118,P_retz85,,http://www.speedrun.com/bocwz/run/z1r10vrm,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0q5zm8mq; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,PlayStation 4,23m 14.000s,https://www.twitch.tv/videos/986145076,,co-op,2021-04-14,4,Fone118118,Mostyn777,v2boz,P_retz85,http://www.speedrun.com/bocwz/run/y8dq14xz,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0q5zm8mq; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,Xbox One,23m 31.000s,https://fb.watch/4AD8y7FZ0G/,,co-op,2021-03-28,4,Mostyn777,Fone118118,v2boz,oreetbaz95,http://www.speedrun.com/bocwz/run/mk7n10ly,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=0q5zm8mq; wledm3xn=4qyomy4l; gnxj7pgl=810y752l,Xbox One,23m 47.000s,https://www.twitch.tv/videos/965219979,,co-op,2021-03-27,4,Mostyn777,OreetBaz95x,Fone118118,v2boz,http://www.speedrun.com/bocwz/run/zno6x43y,verified
