game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,16m 44.560s,https://www.youtube.com/watch?v=hsOKrZIo--c,https://www.youtube.com/watch?v=bYftb7ItVvA,co-op,2024-11-13,2,SO_KSH,Tautorre,,,http://www.speedrun.com/BO6Zombies/run/z5gq5ggm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,18m 24.130s,https://www.youtube.com/watch?v=jiEG_hr6Z_A,https://youtu.be/xDbOe-s3-Rs,co-op,2024-11-06,2,SO_KSH,Tautorre,,,http://www.speedrun.com/BO6Zombies/run/z0q4wl8m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,15m 18.910s,https://youtu.be/xgcSlwwuV-Y,,co-op,2024-11-02,2,SO_KSH,Tautorre,,,http://www.speedrun.com/BO6Zombies/run/z1n0pp7y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,21m 53.530s,https://youtu.be/fJST0r6L-vk,,co-op,2024-10-31,2,SO_KSH,Tautorre,,,http://www.speedrun.com/BO6Zombies/run/megdxq9y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,24m 19.024s,https://youtu.be/SjDg67F9aRY,,co-op,2024-10-29,2,SO_KSH,Tautorre,,,http://www.speedrun.com/BO6Zombies/run/y9dwqxnm,verified
