game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,12m 31.700s,https://youtu.be/0TNKD50C-c8,,solo,2023-12-24,1,kayezuki,,,,http://www.speedrun.com/iwzombies/run/m73nx2ey,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,12m 52.160s,https://youtu.be/kk1UluC6Hp8,,solo,2023-12-23,1,kayezuki,,,,http://www.speedrun.com/iwzombies/run/y8kwxj5y,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,13m 0.650s,https://youtu.be/SrDdv79eWuc,,solo,2023-12-23,1,kayezuki,,,,http://www.speedrun.com/iwzombies/run/yd2n1ewm,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,13m 12.750s,https://youtu.be/hwJNUmn2s1g,,solo,2023-12-23,1,kayezuki,,,,http://www.speedrun.com/iwzombies/run/y8kwxv5y,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,13m 28.000s,https://youtu.be/EzdPgSRaYHk,,solo,2023-12-10,1,kayezuki,,,,http://www.speedrun.com/iwzombies/run/y8k60k1y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PC,19m 31.760s,https://www.youtube.com/watch?v=hwFUOCUD0tU&ab_channel=badlife,,solo,2023-11-25,1,kayezuki,,,,http://www.speedrun.com/iwzombies/run/z0xlnj4z,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=21gev7xl,PC,18m 12.730s,https://youtu.be/ZoENXemQtkY,,solo,2023-11-24,1,kayezuki,,,,http://www.speedrun.com/iwzombies/run/m3kx696y,verified
