game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=81p4djn1,PC,2h 18m 42.260s,https://www.youtube.com/watch?v=swfmkpoV3D8,https://www.youtube.com/watch?v=EmQ2HQsOz6g,solo,2024-08-29,1,AzRy,,,,http://www.speedrun.com/iwzombies/run/mepd702y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=jqzg4k4l,PC,5h 48m 39.250s,https://www.youtube.com/watch?v=swfmkpoV3D8,https://www.youtube.com/live/EmQ2HQsOz6g,solo,2024-08-29,1,AzRy,,,,http://www.speedrun.com/iwzombies/run/yj7rgwoy,verified
