game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PC,1m 37.370s,https://youtu.be/6x0N_lXbX6M,,solo,2025-02-07,1,UrLizardking,,,,http://www.speedrun.com/BO6Zombies/run/zpkdv0gy,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=12vxvrdq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,1m 12.900s,https://youtu.be/GnTuH4cITp8,,solo,2025-01-26,1,UrLizardking,,,,http://www.speedrun.com/BO6Zombies/run/y2n0o27y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,1m 18.390s,https://youtu.be/2_tFHFRo8Ow,,solo,2025-01-23,1,UrLizardking,,,,http://www.speedrun.com/BO6Zombies/run/yjexgrdm,verified
Call of Duty: Black Ops 6 Zombies,,Citadelle des Morts ,789vy65n=1928mw8q; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; wlegod2n=1gn2dp6l,PC,1m 7.460s,https://youtu.be/g1cqyAwBoME,,solo,2025-01-16,1,UrLizardking,,,,http://www.speedrun.com/BO6Zombies/run/yje5kqom,verified
Call of Duty: Black Ops 6 Zombies,,Citadelle des Morts ,789vy65n=1928mw8q; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; wlegod2n=qkemdj9q,PC,1m 27.950s,https://youtu.be/G_OE0VdclCk,,solo,2025-01-16,1,UrLizardking,,,,http://www.speedrun.com/BO6Zombies/run/men4kg0m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,15m 19.860s,https://youtu.be/EBPZ2kElegU,,solo,2025-01-15,1,UrLizardking,,,,http://www.speedrun.com/BO6Zombies/run/ydvrk60y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,17m 34.190s,https://youtu.be/G7H8Lkk7WPQ,,solo,2025-01-08,1,UrLizardking,,,,http://www.speedrun.com/BO6Zombies/run/m3wnwkgy,verified
