game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Shattered Veil,gnxqjz68=qznk4zmq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; dloe7zen=qke78kkq,PC,6m 29.820s,https://www.youtube.com/watch?v=_EnHzIyTtMw,,solo,2025-04-08,1,NRNJ,,,,http://www.speedrun.com/BO6Zombies/run/m3wp6n4y,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=gq7r2zdl; 2lg396np=5leo55qo; ylp4kjlg=4lxgn5jq,PC,31m 44.750s,https://www.twitch.tv/videos/2188860282,,solo,2024-07-04,1,NRNJ,,,,http://www.speedrun.com/bo3zombies/run/yo01541y,verified
Call of Duty: Black Ops III Zombies,,The Giant,2lggkx3l=xqkmomkl; 2lg396np=5leo55qo; 6njz75l4=jqzdkmlp,PC,1m 41.690s,https://www.youtube.com/watch?v=c_D2UC_DmQw,,solo,2024-06-26,1,NRNJ,,,,http://www.speedrun.com/bo3zombies/run/ywg9vgnz,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=p12x944l; 2lg396np=5leo55qo; jlzz6xl2=013xgok1,PC,32m 18.720s,https://www.youtube.com/watch?v=wc7h-RpzFS0,,solo,2024-06-21,1,NRNJ,,,,http://www.speedrun.com/bo3zombies/run/z0d4d4jy,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=013xgok1,PC,35m 23.120s,https://www.youtube.com/watch?v=UpFI8UuOBAE,,solo,2024-06-21,1,NRNJ,,,,http://www.speedrun.com/bo3zombies/run/zn2lvr8z,verified
