game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 7 Zombies,,Vandorn Farm,68kw0kk8=q8k88wyq; r8r6m958=qvvo97yq; j84p91j8=12vmr3vq; 5lyyg52l=le2z556l; e8mxyewl=qvvgw0rq,PC,1m 37.740s,https://www.youtube.com/shorts/2vp_4dpcanQ,https://youtu.be/wB866JG3xc0,solo,2025-11-28,1,lamoleog,,,,http://www.speedrun.com/Bo7Zombies/run/m7v6p8wm,verified
