game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=jq6zvgjl; 2lg396np=4lxz9212; ylp4gjlg=0q5xgzr1,PC,14m 55.267s,https://www.youtube.com/watch?v=GgUgK_Bu9V4&ab_channel=Vulaxio,,co-op,2022-06-01,3,DeadlyFeline,JackOwOLad,Xesros,,http://www.speedrun.com/bo3zombies/run/m333ergm,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=p12x944l; 2lg396np=4lxz9212; jlzz6xl2=zqomrog1,PC,16m 22.233s,https://www.youtube.com/watch?v=tUYiT_HBX6I&ab_channel=Vulaxio,,co-op,2022-06-01,3,DeadlyFeline,JackOwOLad,Xesros,,http://www.speedrun.com/bo3zombies/run/mr77368z,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=9qjx2e3l; 2lg396np=4lxz9212; ylp4gjlg=0q5xgzr1,PC,14m 47.283s,https://youtu.be/9ZdV3iBPRpc,,co-op,2022-06-01,3,DeadlyFeline,JackOwOLad,Xesros,,http://www.speedrun.com/bo3zombies/run/y4qqpq2m,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=5lmg2wml; 2lg396np=4lxz9212; ylp4gjlg=0q5xgzr1,PC,13m 52.267s,https://youtu.be/Jmvx8X-hppA,,co-op,2022-06-01,3,DeadlyFeline,JackOwOLad,Xesros,,http://www.speedrun.com/bo3zombies/run/mr773r4z,verified
