game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call Of Duty Zombies Category Extension,,ndxvrno2,68kmpxzl=zqom2g41,Xbox Series S,3.260s,https://www.youtube.com/watch?v=xiE6RKQM8bI,,solo,2024-02-16,1,Flidxy,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zxqvp48m,rejected
Call of Duty: Black Ops II Zombies,,Nuketown,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; 6njyzen4=9qjwe2g1,Xbox 360,2m 48.800s,https://www.youtube.com/watch?v=ei1nRellznE,,co-op,2024-01-09,2,JKT2017,Flidxy,,,http://www.speedrun.com/bo2zombies/run/m3kvgw6y,verified
Call of Duty: Black Ops II Zombies,,TranZit,789x5q8w=zqo0w2qy; wl3drko8=q5v99y2l; 2lg32qnp=p12o4vdl,Xbox 360,2m 59.110s,https://www.youtube.com/watch?v=uDrvZVhj0-4,,co-op,2024-01-01,3,JKT2017,Flidxy,DopierChimp,,http://www.speedrun.com/bo2zombies/run/y9kdql2z,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=zqo0w2qy; wl3drko8=q5v99y2l; jlz2ryl2=21dvo6j1,Wii U,3m 4.000s,https://www.youtube.com/watch?v=OpcRCZE-878,,co-op,2023-12-24,3,JKT2017,Flidxy,dumblol,,http://www.speedrun.com/bo2zombies/run/m3k0k2dy,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=21g2928l; 2lg396np=814jp01d; 38dw04n0=81wer8o1,Xbox One,2m 6.000s,https://www.youtube.com/watch?v=-tdBZdCbMLk,,co-op,2024-01-14,4,BrZrKr935,JKT2017,JDrizzle91,Flidxy,http://www.speedrun.com/bo3zombies/run/mr2d3qgy,rejected
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=21g2928l; 2lg396np=814jp01d; 38dw04n0=81wer8o1,Xbox One,2m 6.000s,https://www.youtube.com/watch?v=-tdBZdCbMLk,,co-op,2024-01-14,4,BrZrKr935,JKT2017,JDrizzle91,Flidxy,http://www.speedrun.com/bo3zombies/run/yd24kqvm,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=jq6zvgjl; 2lg396np=814jp01d; ylp4gjlg=xqk968n1,Xbox One,1m 56.000s,https://www.youtube.com/watch?v=vTC8LLm74G4,,co-op,2024-01-13,4,JKT2017,Flidxy,JDrizzle91,BrZrKr935,http://www.speedrun.com/bo3zombies/run/y6qj4njz,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=21dwn4le; 7893j98w=jqzvynml,Xbox Series X,3m 23.000s,https://www.youtube.com/watch?v=wEAMzae_7QY,,co-op,2023-12-23,3,JKT2017,Flidxy,JDrizzle91,,http://www.speedrun.com/bozombies/run/zg8lrnny,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=klrmdjqp; 7893j98w=jqzvynml,Xbox Series X,3m 8.000s,https://www.youtube.com/watch?v=K8SPiU0jWaI,,co-op,2023-12-20,2,JKT2017,Flidxy,,,http://www.speedrun.com/bozombies/run/y4kk0gkm,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=klrmdjqp; 7893j98w=jqzvynml,Xbox Series X,3m 15.000s,https://www.youtube.com/watch?v=yk4_ERFV6RI,,co-op,2023-12-18,2,JKT2017,Flidxy,,,http://www.speedrun.com/bozombies/run/y2kkkn9y,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=21dwn4le; 7893j98w=jqzvynml,Xbox Series X,3m 27.000s,https://youtu.be/_X4Mvy2BVkU?si=82Ja5LiIruighEvV,,co-op,2023-12-08,3,JKT2017,dumblol,Flidxy,,http://www.speedrun.com/bozombies/run/ywnr899y,verified
