game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=19292r4q; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,Xbox Series X,26m 24.850s,https://www.youtube.com/watch?v=IWdfLt5iFL0,https://www.youtube.com/watch?v=20ACCuZlrOI; https://youtu.be/lZ0aAKZbKrU,co-op,2025-06-11,3,RealKingArk,rogue1029,fireball40,,http://www.speedrun.com/BO6Zombies/run/z00rgkoz,verified
