game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Citadelle des Morts ,789vy65n=1pydo5v1; 68k16z3l=qyzjvg41; yn202mel=12vwvz2q; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; wlegod2n=qkemdj9q,Xbox Series X,26m 6.000s,https://www.youtube.com/watch?v=Octt4ZmpzB4,https://www.twitch.tv/videos/2331683928; https://www.twitch.tv/videos/2331687840; https://www.twitch.tv/videos/2331684634,co-op,2024-12-20,4,OohDatsNasty,AxSOrbit,FLG Hydra,CookedNZ,http://www.speedrun.com/BO6Zombies/run/mr0e6l4m,verified
