game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,16m 49.890s,https://youtu.be/mCA4ByrTTGE,,solo,2024-11-19,1,Priest_Arthur,,,,http://www.speedrun.com/BO6Zombies/run/ywx9oq9m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,19m 37.920s,https://youtu.be/yRciRtAAOtU?si=2hql8ZOKLfn7n57E,,solo,2024-11-13,1,Priest_Arthur,,,,http://www.speedrun.com/BO6Zombies/run/y8p72knz,verified
