game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,Xbox One,2m 5.633s,https://youtu.be/snnDXMPc7xg,,solo,2021-06-16,1,KoolKidDamon,,,,http://www.speedrun.com/iwzombies/run/zxgwe4ky,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,Xbox One,2m 6.200s,https://youtu.be/8i9EHoDDu0Y,,solo,2021-06-15,1,KoolKidDamon,,,,http://www.speedrun.com/iwzombies/run/yo7on81m,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,Xbox One,2m 8.100s,https://youtu.be/Hqa3APensIc,,solo,2021-06-13,1,KoolKidDamon,,,,http://www.speedrun.com/iwzombies/run/yo7ojwdm,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=jqzv8d4l,Xbox One,1m 49.667s,https://youtu.be/c7v1PjzZGqo,,solo,2020-11-20,1,KoolKidDamon,,,,http://www.speedrun.com/iwzombies/run/y8rx53xm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=5le28pkl,Xbox One,2m 58.550s,https://youtu.be/Ejk7sjqXFnM,,solo,2020-11-20,1,KoolKidDamon,,,,http://www.speedrun.com/iwzombies/run/y2delvjz,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,Xbox One,2m 8.233s,https://youtu.be/fxMQH6B-j9w,,solo,2020-11-17,1,KoolKidDamon,,,,http://www.speedrun.com/iwzombies/run/mk8dgn5m,verified
