game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=jqzdwglp; j84594n9=81p428k1,PC,3m 35.100s,https://www.youtube.com/watch?v=Fol99NjAI2c,,solo,2026-03-02,1,RainingZombies,,,,http://www.speedrun.com/bozombies/run/y9g2k3km,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=jqzdwglp; j84594n9=81p428k1,PC,3m 36.800s,https://youtu.be/WNPLcyU2008,,solo,2026-02-01,1,RainingZombies,,,,http://www.speedrun.com/bozombies/run/y8n4qddy,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=jqzdwglp; p85d45lg=jqzv9kml,PC,1m 45.050s,https://youtu.be/kokqxkzxtYI,,solo,2026-01-31,1,RainingZombies,,,,http://www.speedrun.com/bozombies/run/yj7r0r3y,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=jqzdwglp; p85d45lg=jqzv9kml,PC,1m 59.500s,https://youtu.be/X6409hli3P0,,solo,2026-01-18,1,RainingZombies,,,,http://www.speedrun.com/bozombies/run/yl5jngxz,verified
Call of Duty: Black Ops Zombies,,Verrückt,68ko6qn2=jqzdwglp; onv92m8m=4qy59e71,PC,1m 5.300s,https://youtu.be/Puk2C3zvRkE,,solo,2026-01-18,1,RainingZombies,,,,http://www.speedrun.com/bozombies/run/m7vl2nem,verified
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=jqzdwglp; 38dwzen0=1dkzez4l,PC,2m 31.085s,https://youtu.be/GndeA4aqFBw,,solo,2026-01-18,1,RainingZombies,,,,http://www.speedrun.com/bozombies/run/yj7qdnoy,verified
Call of Duty: Black Ops Zombies,,Verrückt,68ko6qn2=jqzdwglp; onv92m8m=4qy59e71,PC,1m 9.750s,https://youtu.be/ZBTF9bLtT-0,,solo,2026-01-18,1,RainingZombies,,,,http://www.speedrun.com/bozombies/run/zp5o9nny,verified
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=klrmdjqp; 38dwzen0=21geon6l,PC,2m 36.700s,https://youtu.be/PVUMswWCkHU,,co-op,2026-01-01,2,RainingZombies,Aslan61,,,http://www.speedrun.com/bozombies/run/y406q6dz,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=klrmdjqp; 7893j98w=jqzvynml,PC,3m 7.000s,https://youtu.be/YcnpOqYr0jY,,co-op,2025-12-28,2,RainingZombies,Aslan61,,,http://www.speedrun.com/bozombies/run/zp5p64vy,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=jqzdwglp; rn1zvdlj=z195d2yq,PC,2m 40.000s,https://www.youtube.com/watch?v=wyjp1EfcHQs,,solo,2025-12-24,1,RainingZombies,,,,http://www.speedrun.com/bozombies/run/zx5q6egm,verified
