game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Shi No Numa,68ko6qn2=21dwn4le; ylpgmdlg=mlndked1,PC,3m 29.000s,https://youtu.be/JBMisrR0zFY,,co-op,2021-02-25,3,dethjester7,skVlly,Rageman2,,http://www.speedrun.com/bozombies/run/m782l95z,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=21dwn4le; p85d45lg=4lxggnrq,PC,18m 50.530s,https://youtu.be/GTjgVfF5UXA,,co-op,2021-01-31,3,skVlly,dethjester7,Rageman2,,http://www.speedrun.com/bozombies/run/zqg1g35m,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=21dwn4le; p85d45lg=gq79z5pl,PC,3m 29.760s,https://youtu.be/6dxLgr0tI3A,,co-op,2021-01-27,3,skVlly,dethjester7,Rageman2,,http://www.speedrun.com/bozombies/run/z06r6w4z,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=z19x5wk1; 9l74r9l1=81060d51,PC,23m 1.660s,https://youtu.be/ivQcDYmLpCE,,co-op,2021-02-26,3,dethjester7,skVlly,Rageman2,,http://www.speedrun.com/wawzombies/run/mr4lj88z,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=z19x5wk1; ylqzqmlr=013w4x3q,PC,3m 20.910s,https://youtu.be/4ay5lnJb9RE,,co-op,2021-02-26,3,dethjester7,skVlly,Rageman2,,http://www.speedrun.com/wawzombies/run/y42o932m,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=p129o8kl; e8mz6mn6=5lm8w24q,PC,5m 0.230s,https://youtu.be/rPu4-QTEr3k,,co-op,2021-02-25,4,dethjester7,skVlly,Rageman2,shadowpnguin,http://www.speedrun.com/wawzombies/run/y2vj89jz,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=p129o8kl; 9l74r9l1=81060d51,PC,29m 51.960s,https://youtu.be/ReU2A7M0oJA,,co-op,2021-02-25,4,dethjester7,skVlly,Rageman2,shadowpnguin,http://www.speedrun.com/wawzombies/run/ylonj32y,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=p129o8kl; jlzjgxn2=81wer751,PC,5m 59.440s,https://youtu.be/jAESexezpu8,,co-op,2021-02-25,4,dethjester7,skVlly,Rageman2,shadowpnguin,http://www.speedrun.com/wawzombies/run/zqgep69m,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=p129o8kl; jlzjgxn2=4qy75w7q,PC,32m 15.000s,https://youtu.be/Z6z_TEsjsto,,co-op,2021-02-25,4,dethjester7,skVlly,Rageman2,shadowpnguin,http://www.speedrun.com/wawzombies/run/yv287gxm,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=z19x5wk1; 9l74r9l1=zqom2j21,PC,4m 13.000s,https://youtu.be/gVeYYNa2KO8,,co-op,2021-02-24,3,skVlly,dethjester7,Rageman2,,http://www.speedrun.com/wawzombies/run/zno136ly,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=z19x5wk1; e8mz6mn6=5lm8w24q,PC,4m 36.190s,https://youtu.be/sXVYv6tzzL0,,co-op,2021-02-05,3,skVlly,dethjester7,Rageman2,,http://www.speedrun.com/wawzombies/run/yv219p8m,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=z19x5wk1; e8mz6mn6=81pe4gkl,PC,26m 48.100s,https://youtu.be/_LIp9q3fhrU,,co-op,2021-02-04,3,skVlly,dethjester7,Rageman2,,http://www.speedrun.com/wawzombies/run/y66drq0y,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=z19x5wk1; jlzjgxn2=4qy75w7q,PC,26m 1.250s,https://youtu.be/vBY5X88RKvQ,,co-op,2021-02-03,3,skVlly,dethjester7,Rageman2,,http://www.speedrun.com/wawzombies/run/y8vdr5nz,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=z19x5wk1; jlzjgxn2=81wer751,PC,4m 32.900s,https://youtu.be/TWv2x5f6E_k,,co-op,2021-02-03,3,skVlly,dethjester7,Rageman2,,http://www.speedrun.com/wawzombies/run/zgxgx3nm,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=p129o8kl; 9l74r9l1=zqom2j21,PC,4m 45.890s,https://youtu.be/NHnDs13QmzA,,co-op,2021-02-02,4,skVlly,dethjester7,Rageman2,shadowpnguin,http://www.speedrun.com/wawzombies/run/y2vxdlwz,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=p129o8kl; ylqzqmlr=013w4x3q,PC,3m 38.390s,https://youtu.be/xDZeDFR2wio,,co-op,2021-01-25,4,skVlly,dethjester7,Rageman2,shadowpnguin,http://www.speedrun.com/wawzombies/run/z06r948z,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=p129o8kl; ylqzqmlr=mlnedodl,PC,21m 23.830s,https://youtu.be/kOhTMHryVpk,,co-op,2021-01-25,4,skVlly,dethjester7,Rageman2,shadowpnguin,http://www.speedrun.com/wawzombies/run/yw0qd79m,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=z19x5wk1; ylqzqmlr=mlnedodl,PC,18m 26.200s,https://youtu.be/3OS04IbWizs,,co-op,2021-01-25,3,skVlly,dethjester7,Rageman2,,http://www.speedrun.com/wawzombies/run/m78d5rwz,verified
