game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Forsaken,2lgr6kon=5lez085l; yn2wg5gn=p12kn2v1; 6nj5r4vl=5q83ogr1,Xbox Series X,7m 42.450s,https://www.youtube.com/watch?v=zG9jxVodjY4&ab_channel=Skibbles,,co-op,2024-03-31,3,Skibbles,HollaSauce,PorkChopExpress,,http://www.speedrun.com/bocwz/run/m7n71e9z,verified
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=5lez085l; wledm3xn=81pozngq; gnxj7pgl=9qjodz3l,Xbox Series X,7m 13.233s,https://www.youtube.com/watch?v=0t0FK94lls4&ab_channel=Skibbles,,co-op,2024-03-31,3,Skibbles,HollaSauce,PorkChopExpress,,http://www.speedrun.com/bocwz/run/m7n7104z,verified
Call of Duty: Black Ops Cold War Zombies,,Mauer Der Toten,2lgr6kon=rqvo0d7l; 5ly1w0kl=81p2w2kl; jlzrv9y8=zqogn5x1,Xbox Series X,8m 5.117s,https://www.youtube.com/watch?v=E7N2Yprqgr8&ab_channel=Skibbles,,co-op,2024-03-30,2,Skibbles,HollaSauce,,,http://www.speedrun.com/bocwz/run/m7ndvr0z,verified
Call of Duty: Black Ops Cold War Zombies,,Forsaken,2lgr6kon=rqvo0d7l; yn2wg5gn=klrdg9wq; 6nj5r4vl=21dnw23l,Xbox Series X,6m 19.100s,https://www.youtube.com/watch?v=U1knXxKAmgw,,co-op,2023-08-07,2,Skibbles,HollaSauce,,,http://www.speedrun.com/bocwz/run/yvp7kn6y,verified
Call of Duty: Black Ops Cold War Zombies,,Forsaken,2lgr6kon=rqvo0d7l; yn2wg5gn=klrdg9wq; 6nj5r4vl=5q83ogr1,Xbox Series X,6m 35.900s,https://www.youtube.com/watch?v=0gsafqwiTjs,,co-op,2023-08-07,2,Skibbles,HollaSauce,,,http://www.speedrun.com/bocwz/run/y2g84djz,verified
Call of Duty: Black Ops Cold War Zombies,,Forsaken,2lgr6kon=rqvo0d7l; yn2wg5gn=p12kn2v1; 6nj5r4vl=21dnw23l,Xbox Series X,6m 51.933s,https://www.youtube.com/watch?v=Hg5La3w_yX0,,co-op,2023-08-06,2,Skibbles,HollaSauce,,,http://www.speedrun.com/bocwz/run/yvp7lr6y,verified
Call of Duty: Black Ops Cold War Zombies,,Forsaken,2lgr6kon=rqvo0d7l; yn2wg5gn=9qjor4ol; 6nj5r4vl=5q83ogr1,Xbox Series X,5m 10.567s,https://www.youtube.com/watch?v=Orr6hUpBgFU,,co-op,2023-08-05,2,Skibbles,HollaSauce,,,http://www.speedrun.com/bocwz/run/mk0wex3z,verified
Call of Duty: Black Ops Cold War Zombies,,Forsaken,2lgr6kon=rqvo0d7l; yn2wg5gn=9qjor4ol; 6nj5r4vl=21dnw23l,Xbox Series X,5m 4.117s,https://www.youtube.com/watch?v=9630Uf9JTgs,,co-op,2023-08-05,2,Skibbles,HollaSauce,,,http://www.speedrun.com/bocwz/run/y86gjpwm,verified
Call of Duty: Black Ops Cold War Zombies,,Mauer Der Toten,2lgr6kon=rqvo0d7l; 5ly1w0kl=z19kgkkq; jlzrv9y8=81wj8nvq,Xbox Series X,8m 9.983s,https://www.youtube.com/watch?v=LjtUebAalJQ,,co-op,2023-08-04,2,Skibbles,HollaSauce,,,http://www.speedrun.com/bocwz/run/mk0wg31z,verified
Call of Duty: Black Ops Cold War Zombies,,Forsaken,2lgr6kon=rqvo0d7l; yn2wg5gn=21g67xxq; 6nj5r4vl=21dnw23l,Xbox Series X,2h 44m 57.216s,https://www.youtube.com/watch?v=Bu5gwPWmrNU,,co-op,2023-07-27,2,Skibbles,HollaSauce,,,http://www.speedrun.com/bocwz/run/zpwxw38y,verified
