game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,18m 49.790s,https://www.youtube.com/watch?v=kZnRlacVx9E,https://www.youtube.com/watch?v=6k1w1HmGwBU,co-op,2024-12-14,2,SirSwag420,Pawtism,,,http://www.speedrun.com/BO6Zombies/run/y8o9jgnm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,24m 5.720s,https://youtu.be/d-YzkzjaLsk,,co-op,2024-12-10,2,SirSwag420,Pawtism,,,http://www.speedrun.com/BO6Zombies/run/m7e9rl4z,verified
