game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Citadelle des Morts ,789vy65n=1pydo5v1; 68k16z3l=qyzjvg41; yn202mel=19292r4q; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; wlegod2n=qkemdj9q,PC,40m 12.180s,https://youtu.be/plx9X_wMEN8),https://youtu.be/ItZIflmRmEk?si=KNFY3KySuVW2oHz9); https://youtu.be/CHxlCkA9x24?si=XjwnK_EFeAc35HT-,co-op,2024-12-20,3,eroguropup,nothamper,tzukima,,http://www.speedrun.com/BO6Zombies/run/y2n12k7y,verified
