game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=mlnzekjl; 2lg396np=5leo55qo; 2lg7k6lp=21g9m9xq,PC,37m 8.800s,https://www.youtube.com/watch?v=rH6qPWajwzc&ab_channel=Ice_ManX2,,solo,2025-09-07,1,Ice_ManX2,,,,http://www.speedrun.com/bo3zombies/run/zx01q4gz,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=814794v1; 2lg396np=5leo55qo; onvmywnm=rqvx8v5l,PC,40m 6.910s,https://www.youtube.com/watch?v=4XWqrUir4kM&ab_channel=Ice_ManX2,,solo,2025-08-31,1,Ice_ManX2,,,,http://www.speedrun.com/bo3zombies/run/mrdpl58z,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=013xgok1,PC,44m 27.300s,https://www.youtube.com/watch?v=gAklkfXpbvQ&ab_channel=Ice_ManX2,,solo,2025-08-30,1,Ice_ManX2,,,,http://www.speedrun.com/bo3zombies/run/z004pn9z,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=21g29o8l; 2lg396np=5leo55qo; ylp4kjlg=4lxgn5jq,PC,46m 8.140s,https://youtu.be/hYIl8ICrGoY,,solo,2025-08-18,1,Ice_ManX2,,,,http://www.speedrun.com/bo3zombies/run/zpo59qrm,verified
Call of Duty: Black Ops III Zombies,,The Giant,2lggkx3l=81pded81; 2lg396np=5leo55qo; 6njz75l4=21d554le,PC,41m 5.840s,https://www.youtube.com/watch?v=4RTgd_R9rog&ab_channel=Ice_ManX2,,solo,2025-08-16,1,Ice_ManX2,,,,http://www.speedrun.com/bo3zombies/run/yjq7lrnm,verified
