game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=jqzdwglp; 7893j98w=z19wvyq4,PC,43m 32.000s,https://youtu.be/BGcY-Cx2iTE,,solo,2020-01-17,1,Mystical Camo,,,,http://www.speedrun.com/bozombies/run/y2v18w6z,verified
