game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 68kozzn2=jqzvyn2l,Xbox 360,2m 48.350s,https://youtu.be/2X0oK2ITIQw?si=OVGupNdA2_z-PN2h,,solo,2024-01-03,1,Trizzii,,,,http://www.speedrun.com/bo2zombies/run/mkqo213m,verified
Call of Duty: Black Ops II Zombies,,Mob of the Dead,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; p85revng=klrj63oq,Xbox 360,3m 30.490s,https://youtu.be/fHZrwXZg6eQ,,solo,2022-10-05,1,Trizzii,,,,http://www.speedrun.com/bo2zombies/run/z5x8695y,verified
Call of Duty: Black Ops II Zombies,,Origins,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; gnxjp4lv=klrj632q,Xbox 360,2m 32.200s,https://youtu.be/2mKRNjuLlOA,,solo,2022-08-27,1,Trizzii,,,,http://www.speedrun.com/bo2zombies/run/zgqg44vy,verified
Call of Duty: Black Ops II Zombies,,Origins,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; gnxjp4lv=klrj632q,Xbox 360,2m 38.000s,https://youtu.be/NR4MndfilGo,,solo,2022-08-23,1,Trizzii,,,,http://www.speedrun.com/bo2zombies/run/zpd377rz,verified
Call of Duty: Black Ops II Zombies,,Origins,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; gnxjp4lv=klrj632q,Xbox 360,2m 42.000s,https://youtu.be/dw9YnKtYQBY,,solo,2022-08-20,1,Trizzii,,,,http://www.speedrun.com/bo2zombies/run/m7x8qk5y,verified
Call of Duty: Black Ops II Zombies,,Mob of the Dead,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; p85revng=klrj63oq,Xbox 360,3m 35.000s,https://youtu.be/qYU8HTr4S6E,,solo,2022-08-19,1,Trizzii,,,,http://www.speedrun.com/bo2zombies/run/y2ed8jjy,verified
Call of Duty: Black Ops II Zombies,,TranZit,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 2lg32qnp=p12o4vdl,Xbox 360,3m 46.400s,https://youtu.be/mLr-pWxjfSU,,solo,2022-08-18,1,Trizzii,,,,http://www.speedrun.com/bo2zombies/run/m7x5655y,verified
Call of Duty: Black Ops II Zombies,,TranZit,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 2lg32qnp=p12o4vdl,Xbox 360,3m 38.000s,https://youtu.be/G5qZMgAxllg,,solo,2022-08-18,1,Trizzii,,,,http://www.speedrun.com/bo2zombies/run/z1gog79z,verified
