game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Citadelle des Morts ,789vy65n=1pydo5v1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; wlegod2n=qkemdj9q,PC,45m 59.000s,https://www.youtube.com/watch?v=uOywGgFbkh4,,solo,2024-12-17,1,Jollybarley55,,,,http://www.speedrun.com/BO6Zombies/run/zgjk3gnz,verified
Call of Duty: Black Ops III Zombies,Leviathan,Round 30,2lg396np=5leo55qo,PC,41m 15.533s,https://www.youtube.com/watch?v=RctAMERzusQ,,solo,2026-02-03,1,Jollybarley55,,,,http://www.speedrun.com/bo3zombies/run/y8n4jx1y,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; 789kjr0l=21gev7xl,Xbox One,42m 44.000s,https://www.youtube.com/watch?v=iQjvydLCSLQ,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgod101,Mythic god9215,http://www.speedrun.com/iwzombies/run/megwv32y,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; ylq5o7lr=gq792yyl,Xbox One,31m 26.000s,https://www.youtube.com/watch?v=p3kbz0ck0ws,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgod101,Mythic god9215,http://www.speedrun.com/iwzombies/run/y8pw38xz,verified
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; 6njo6684=5len58ml,Xbox One,50m 33.000s,https://www.youtube.com/watch?v=VJEKGdEaDm8,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgod101,Mythic god9215,http://www.speedrun.com/iwzombies/run/m3j093gz,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; ylpkr68g=0q5v8d2l,Xbox One,31m 8.000s,https://www.youtube.com/watch?v=mfRW49CCxxI,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgod101,Mythic god9215,http://www.speedrun.com/iwzombies/run/z1n9d2wy,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; onvyp7nm=0139rzx1,Xbox One,31m 27.000s,https://www.youtube.com/watch?v=ebJFaNw5UuM,,co-op,2024-09-26,4,Jollybarley55,Tarheelgamer74,Gmodgog101,Mythic god9215,http://www.speedrun.com/iwzombies/run/m7on174y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,Xbox One,24m 39.420s,https://www.twitch.tv/videos/1915225693,,solo,2023-09-02,1,Jollybarley55,,,,http://www.speedrun.com/iwzombies/run/zge4exdy,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 789kjr0l=jqz7rg8l,Xbox One,18m 51.000s,https://www.twitch.tv/videos/1852123559,,solo,2023-06-21,1,Jollybarley55,,,,http://www.speedrun.com/iwzombies/run/yvpqq9ey,rejected
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=81w486vq; 6njo6684=5len58ml,Xbox One,48m 23.000s,https://www.twitch.tv/videos/1835475548,,co-op,2023-06-02,3,Jollybarley55,Tarheelgamer74,UndeadSlayer598,,http://www.speedrun.com/iwzombies/run/z1l833rm,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=zqoxnzxq; onvyp7nm=0139rzx1,Xbox One,29m 45.000s,https://www.twitch.tv/videos/1835414599,,co-op,2023-06-01,4,Jollybarley55,CITYWIDE213,Tarheelgamer74,| Zeus Cannon |,http://www.speedrun.com/iwzombies/run/yon9v51z,rejected
