game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 7 Zombies,,Exit 115 ,68kw0kk8=q8k88wyq; 68kw99z8=14oydkkq; rn1k33vl=q75jg9r1; j84p44y8=1pypn4n1; 5lydjzgl=139dejr1,PC,4.090s,https://youtu.be/NqAFePElhbE,,solo,2025-12-27,1,C00k1E_Jar,,,,http://www.speedrun.com/Bo7Zombies/run/y68q2g1z,verified
