game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,0.001s,https://www.youtube.com/watch?v=dQw4w9WgXcQ,,solo,2024-11-13,1,Wonder Weapon is required for Main Quest,,,,http://www.speedrun.com/BO6Zombies/run/mk1n6jxy,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,0.001s,https://www.youtube.com/watch?v=dQw4w9WgXcQ,,solo,2024-11-13,1,Wonder Weapon is required for Main Quest,,,,http://www.speedrun.com/BO6Zombies/run/meg5qr0y,verified
