game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,34m 42.067s,https://www.youtube.com/watch?v=4MhkfhVzcqg,,solo,2023-05-05,1,Causeless99,,,,http://www.speedrun.com/bo3zombies/run/z0j39r8y,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,36m 0.717s,https://www.youtube.com/watch?v=4g9z8B4jsQI&t=7,,solo,2023-04-30,1,Causeless99,,,,http://www.speedrun.com/bo3zombies/run/m3qdn66y,verified
