game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 5ly102l4=5lmy64lv,PC,1m 25.220s,https://youtu.be/I_t7dY5fL1g,,solo,2024-08-13,1,shlop,,,,http://www.speedrun.com/bo2zombies/run/z0qrp5om,verified
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 68kozzn2=gq7pyvqp,PC,1m 39.100s,https://www.youtube.com/watch?v=9WAT-9n_xmE,,solo,2024-08-12,1,shlop,,,,http://www.speedrun.com/bo2zombies/run/y9d91nnm,verified
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 68kozzn2=81pjwk17,PC,27.500s,https://www.youtube.com/watch?v=Peny9Z4asG0,,solo,2024-08-12,1,shlop,,,,http://www.speedrun.com/bo2zombies/run/y8pd27xz,verified
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 68kozzn2=81pjwk17,PC,27.650s,https://www.youtube.com/watch?v=RpefwEAKiLw,,solo,2024-08-09,1,shlop,,,,http://www.speedrun.com/bo2zombies/run/y2wvkq9y,verified
