game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies Mobile,,Ascension,6njz1mpl=5q8oznr1; p8542e7l=0137wykl,Android,4m 52.000s,https://youtu.be/_-GA_ST9uhw,,co-op,2021-04-20,2,VeryEpicFriend,VeryEpicDesync,,,http://www.speedrun.com/codzmobile/run/z1r1klrm,verified
