game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call Of Duty Zombies Category Extension,,9kvj563k,68kmpxzl=zqom2g41; 38do5qxl=5q8252kq,Xbox One,11m 43.000s,https://www.youtube.com/watch?v=pgj7JoxKv8o,,solo,2017-08-26,1,ccates32,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/m3dr0x4z,verified
Call Of Duty Zombies Category Extension,,9kvj563k,68kmpxzl=013w4jyq; 38do5qxl=5q8252kq,Xbox One,11m 54.000s,https://www.youtube.com/watch?v=L-LikUpgwYY,,co-op,2017-08-26,2,ccates32,ImDoo_liss,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zq6189xy,verified
Call of Duty: Black Ops 3 Category Extension,,Specialist%,0nwd2o58=qke29zkq; 6njxv458=q5vyxx2l; kn034j0n=1926558q,Xbox One,11m 43.000s,https://www.youtube.com/watch?v=pgj7JoxKv8o,,solo,2017-08-26,1,ccates32,,,,http://www.speedrun.com/bo3zce/run/zn56v78z,verified
Call of Duty: Black Ops 3 Category Extension,,Specialist%,0nwd2o58=qke29zkq; 6njxv458=q5vyxx2l; kn034j0n=12vroo4q,Xbox One,11m 54.000s,https://www.youtube.com/watch?v=L-LikUpgwYY,,co-op,2017-08-26,2,ccates32,ImDoo_liss,,,http://www.speedrun.com/bo3zce/run/mkrx0evz,verified
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; 5ly102l4=jqzgn04l,Xbox 360,13m 53.000s,https://youtu.be/JW_z7imAHpQ,,co-op,2017-01-19,2,ccates32,LatiosAndGaming,,,http://www.speedrun.com/bo2zombies/run/pm383kwy,verified
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; 5ly102l4=jqzgn04l,Xbox 360,14m 3.000s,https://youtu.be/H24lHV5DntQ,,co-op,2017-01-19,2,ccates32,KillerChaz,,,http://www.speedrun.com/bo2zombies/run/0y6w0q1z,verified
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=rqv7wwq6; wl3drko8=q5v99y2l; 5ly102l4=jqzgn04l,Xbox 360,21m 58.000s,https://youtu.be/rjCbM3WgMO8,,co-op,2017-01-19,4,ccates32,LatiosAndGaming,PlasmidJeff,KillerChaz,http://www.speedrun.com/bo2zombies/run/7z02pdem,rejected
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=rqv7wwq6; wl3drko8=q5v99y2l; 5ly102l4=810p4jlv,Xbox 360,1h 17m 34.000s,http://youtu.be/rjCbM3WgMO8,,co-op,2016-05-05,4,ccates32,PlasmidJeff,LatiosAndGaming,KillerChaz,http://www.speedrun.com/bo2zombies/run/8yv88lxm,rejected
Call of Duty: Black Ops II Zombies,,Origins,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; gnxjp4lv=81w9y9l4,Xbox 360,44m 38.000s,https://www.youtube.com/watch?v=9TzEMMozysM,,co-op,2016-02-26,2,ccates32,LatiosAndGaming,,,http://www.speedrun.com/bo2zombies/run/pydg08vy,rejected
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; 5ly102l4=810p4jlv,Xbox 360,37m 46.000s,https://youtu.be/JW_z7imAHpQ,,co-op,2016-01-21,2,ccates32,LatiosAndGaming,,,http://www.speedrun.com/bo2zombies/run/emkdjrxy,verified
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=rqv7wwq6; wl3drko8=q5v99y2l; 68kozzn2=81pjwk17,Xbox 360,32.000s,https://www.youtube.com/watch?v=TbqjcRhYRs0&feature=youtu.be,,co-op,2016-01-17,4,LatiosAndGaming,ccates32,Sennet,KillerChaz,http://www.speedrun.com/bo2zombies/run/8y8j8r1z,rejected
Call of Duty: Black Ops II Zombies,,Origins,789x5q8w=rqv7wwq6; wl3drko8=q5v99y2l; gnxjp4lv=0q56zn1p,Xbox 360,9m 45.000s,https://www.youtube.com/watch?v=jX0taXFA92s&feature=youtu.be,,co-op,2016-01-17,4,LatiosAndGaming,Sennet,ccates32,KillerChaz,http://www.speedrun.com/bo2zombies/run/8m7w654z,rejected
Call of Duty: Black Ops II Zombies,,TranZit,789x5q8w=rqv7wwq6; wl3drko8=q5v99y2l; 2lg32qnp=xqkdkyl9,Xbox 360,3m 39.000s,https://www.youtube.com/watch?v=imKly9QegQg&feature=youtu.be,,co-op,2016-01-17,4,LatiosAndGaming,Sennet,ccates32,KillerChaz,http://www.speedrun.com/bo2zombies/run/oy20px5m,rejected
